EID,GPUTime (レs),ExecutionDuration (レs),ExecutionStart (レs),ExecutionEnd (レs),GPUBusyCycles (cycles),TessellatorBusyCycles (cycles),VSBusyCycles (cycles),VSTime (レs),HSBusyCycles (cycles),HSTime (レs),DSBusyCycles (cycles),DSTime (レs),GSBusyCycles (cycles),GSTime (レs),PSBusyCycles (cycles),PSTime (レs),CSBusyCycles (cycles),CSTime (レs),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusyCycles (cycles),VSSALUBusyCycles (cycles),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusyCycles (cycles),HSSALUBusyCycles (cycles),DSVerticesIn,DSVALUInstCount,DSSALUInstCount,DSVALUBusyCycles (cycles),DSSALUBusyCycles (cycles),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusyCycles (cycles),GSSALUBusyCycles (cycles),PrimitiveAssemblyBusyCycles (cycles),PrimitivesIn,CulledPrims,ClippedPrims,PAStalledOnRasterizerCycles (cycles),PSPixelsOut,PSExportStallsCycles (cycles),PSVALUInstCount,PSSALUInstCount,PSVALUBusyCycles (cycles),PSSALUBusyCycles (cycles),CSThreadGroups,CSWavefronts,CSThreads,CSThreadGroupSize,CSVALUInsts,CSSALUInsts,CSVFetchInsts,CSSFetchInsts,CSVWriteInsts,CSFlatVMemInsts,CSVALUBusyCycles (cycles),CSSALUBusyCycles (cycles),CSMemUnitBusyCycles (cycles),CSMemUnitStalledCycles (cycles),CSWriteUnitStalledCycles (cycles),CSGDSInsts,CSLDSInsts,CSFlatLDSInsts,CSALUStalledByLDSCycles (cycles),CSLDSBankConflictCycles (cycles),TexUnitBusyCycles (cycles),TexTriFilteringCount,NoTexTriFilteringCount,TexVolFilteringCount,NoTexVolFilteringCount,TexAveAnisotropy,DepthStencilTestBusyCycles (cycles),HiZTilesAcceptedCount,HiZTilesRejectedCount,PreZTilesDetailCulledCount,PreZTilesDetailSurvivingCount,HiZQuadsCulledCount,HiZQuadsAcceptedCount,PreZQuadsCulledCount,PreZQuadsSurvivingCount,PostZQuadCount,PreZSamplesPassing,PreZSamplesFailingS,PreZSamplesFailingZ,PostZSamplesPassing,PostZSamplesFailingS,PostZSamplesFailingZ,ZUnitStalledCycles (cycles),DBMemRead (bytes),DBMemWritten (bytes),CBMemRead (bytes),CBColorAndMaskRead (bytes),CBMemWritten (bytes),CBColorAndMaskWritten (bytes),CBSlowPixelCount,L0TagConflictReadStalledCycles,L0TagConflictWriteStalledCycles,L0TagConflictAtomicStalledCycles,FetchSize (bytes),WriteSize (bytes),CacheHitCount,CacheMissCount,MemUnitBusyCycles (cycles),MemUnitStalledCycles (cycles),WriteUnitStalledCycles (cycles)
149,37.28,36.32,2.93502E+10,2.93502E+10,48036.00,0.00,3004.00,2.33136,0.00,0.00,0.00,0.00,0.00,0.00,41302.00,32.64094,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3072.00,2.00,0.00,0.00,0.00,1175328.00,3336.00,18.00,11.00,9226.50,5638.41667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18917.00,0.00,1028929.00,0.00,1029066.00,1.00,38571.00,18868.00,0.00,0.00,18868.00,0.00,295206.00,0.00,295206.00,295206.00,25696.00,0.00,0.00,0.00,0.00,0.00,3392.00,0.00,0.00,7712.00,29216.00,594720.00,594720.00,0.00,0.00,0.00,0.00,896.00,0.00,86.00,14.00,18917.00,0.00,0.00
152,33.60,69.12,2.93502E+10,2.93502E+10,45131.00,0.00,3210.00,2.38984,0.00,0.00,0.00,0.00,0.00,0.00,40450.00,29.79285,0.00,0.00,783.00,13.00,3.00,5.05556,1.16667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3090.00,611.00,0.00,0.00,0.00,1215031.00,547.00,18.00,11.00,9838.00,6012.11111,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17124.00,0.00,1064189.00,0.00,1064583.00,1.00,39590.00,24908.00,0.00,732.00,24908.00,0.00,317574.00,2784.00,314790.00,314790.00,150647.00,0.00,0.00,0.00,0.00,0.00,802.00,0.00,0.00,122016.00,122016.00,709344.00,709344.00,0.00,2.00,0.00,0.00,24960.00,0.00,446.00,390.00,17124.00,0.00,0.00
39,4.96,406.88,2.93502E+10,2.93502E+10,9160.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,984.00,0.00,152.00,0.00,19.00,300960.00,792.00,792.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,13440.00,68448.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,4.64,5.28,2.93502E+10,2.93502E+10,6110.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,3.00,0.00
38,4.16,481.92,2.93502E+10,2.93502E+10,10397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1054.00,0.00,178.00,0.00,32.00,300960.00,792.00,792.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,11904.00,10688.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
155,1.28,71.36,2.93502E+10,2.93502E+10,10389.00,0.00,1810.00,0.22301,0.00,0.00,0.00,0.00,0.00,0.00,6996.00,0.89603,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1451.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5656.00,0.00,14287.00,0.00,14272.00,1.00,330.00,304.00,0.00,0.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3424.00,3424.00,16000.00,16000.00,0.00,76.00,0.00,0.00,780544.00,0.00,2710.00,12196.00,5656.00,0.00,0.00
194,1.12,111.52,2.93502E+10,2.93502E+10,6662.00,0.00,1473.00,0.24764,0.00,0.00,0.00,0.00,0.00,0.00,3228.00,0.53609,0.00,0.00,20.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1693.00,12.00,0.00,0.00,0.00,79175.00,0.00,18.00,11.00,695.00,424.72222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1291.00,0.00,69202.00,0.00,69172.00,1.00,2747.00,2259.00,0.00,16.00,2259.00,0.00,22270.00,67.00,22203.00,22203.00,40903.00,0.00,0.00,0.00,0.00,0.00,61.00,0.00,0.00,28928.00,28928.00,73344.00,73344.00,0.00,0.00,0.00,0.00,768.00,0.00,135.00,12.00,1291.00,0.00,0.00
173,0.96,73.44,2.93502E+10,2.93502E+10,5524.00,0.00,1373.00,0.23861,0.00,0.00,0.00,0.00,0.00,0.00,2512.00,0.43655,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1406.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1578.00,0.00,14243.00,0.00,14228.00,1.00,355.00,304.00,0.00,1.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3808.00,3808.00,10336.00,10336.00,0.00,75.00,0.00,0.00,192.00,0.00,15095.00,3.00,1578.00,0.00,0.00
176,0.80,74.08,2.93502E+10,2.93502E+10,3797.00,0.00,1654.00,0.34849,0.00,0.00,0.00,0.00,0.00,0.00,563.00,0.11552,0.00,0.00,64.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1685.00,32.00,0.00,0.00,0.00,499.00,0.00,18.00,11.00,7.50,4.58333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,600.00,0.00,518.00,1.00,41.00,82.00,0.00,0.00,82.00,0.00,205.00,4.00,201.00,201.00,499.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,928.00,928.00,1344.00,1344.00,0.00,0.00,0.00,0.00,1344.00,0.00,140.00,21.00,93.00,0.00,0.00
161,0.64,72.00,2.93502E+10,2.93502E+10,5377.00,0.00,1358.00,0.16164,0.00,0.00,0.00,0.00,0.00,0.00,2482.00,0.294,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1535.00,0.00,14304.00,0.00,14220.00,1.00,306.00,304.00,0.00,1.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3776.00,3776.00,10496.00,10496.00,0.00,75.00,0.00,0.00,256.00,0.00,15105.00,4.00,1535.00,0.00,0.00
167,0.48,72.32,2.93502E+10,2.93502E+10,5521.00,0.00,1358.00,0.11807,0.00,0.00,0.00,0.00,0.00,0.00,2551.00,0.22111,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1640.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1646.00,0.00,14260.00,0.00,14216.00,1.00,272.00,304.00,0.00,0.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3904.00,3904.00,10528.00,10528.00,0.00,75.00,0.00,0.00,128.00,0.00,14984.00,2.00,1646.00,0.00,0.00
191,0.32,110.72,2.93502E+10,2.93502E+10,4229.00,0.00,1660.00,0.12561,0.00,0.00,0.00,0.00,0.00,0.00,995.00,0.07628,0.00,0.00,116.00,13.00,3.00,0.72222,0.16667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2030.00,58.00,0.00,0.00,0.00,5827.00,0.00,18.00,11.00,55.50,33.91667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.00,0.00,5240.00,0.00,5203.00,1.00,137.00,239.00,0.00,6.00,239.00,0.00,1777.00,17.00,1760.00,1760.00,4675.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4032.00,4032.00,9024.00,9024.00,0.00,0.00,0.00,0.00,2560.00,0.00,104.00,40.00,186.00,0.00,0.00
164,0.32,71.84,2.93502E+10,2.93502E+10,3797.00,0.00,1438.00,0.12119,0.00,0.00,0.00,0.00,0.00,0.00,690.00,0.05861,0.00,0.00,36.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.00,18.00,0.00,0.00,0.00,270.00,0.00,18.00,11.00,4.50,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,342.00,0.00,198.00,1.00,22.00,43.00,0.00,0.00,43.00,0.00,110.00,1.00,109.00,109.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.00,576.00,928.00,928.00,0.00,0.00,0.00,0.00,1024.00,0.00,62.00,16.00,93.00,0.00,0.00
158,0.32,71.20,2.93502E+10,2.93502E+10,4082.00,0.00,1711.00,0.13413,0.00,0.00,0.00,0.00,0.00,0.00,846.00,0.06095,0.00,0.00,140.00,13.00,3.00,1.08333,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1846.00,70.00,0.00,0.00,0.00,1100.00,0.00,18.00,11.00,15.50,9.47222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.00,0.00,1101.00,0.00,1125.00,1.00,97.00,155.00,0.00,2.00,155.00,0.00,486.00,21.00,465.00,465.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1568.00,1568.00,2496.00,2496.00,0.00,0.00,0.00,0.00,5056.00,0.00,215.00,79.00,235.00,0.00,0.00
197,0.16,110.40,2.93502E+10,2.93502E+10,3643.00,0.00,1434.00,0.06298,0.00,0.00,0.00,0.00,0.00,0.00,751.00,0.03197,0.00,0.00,16.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1634.00,8.00,0.00,0.00,0.00,2962.00,0.00,18.00,11.00,47.00,28.72222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.00,0.00,2604.00,0.00,2834.00,1.00,108.00,641.00,0.00,330.00,641.00,0.00,2803.00,1322.00,1481.00,1481.00,2962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,64.00,9696.00,9696.00,0.00,0.00,0.00,0.00,192.00,0.00,15.00,3.00,170.00,0.00,0.00
188,0.16,113.60,2.93502E+10,2.93502E+10,4090.00,0.00,1632.00,0.06384,0.00,0.00,0.00,0.00,0.00,0.00,917.00,0.03618,0.00,0.00,88.00,13.00,3.00,0.72222,0.16667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1914.00,44.00,2.00,0.00,0.00,3589.00,0.00,18.00,11.00,35.50,21.69444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,0.00,3427.00,0.00,3330.00,1.00,98.00,176.00,0.00,7.00,176.00,0.00,1132.00,21.00,1111.00,1111.00,2885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016.00,2016.00,4480.00,4480.00,0.00,0.00,0.00,0.00,2688.00,0.00,114.00,42.00,109.00,0.00,0.00
185,0.16,146.88,2.93502E+10,2.93502E+10,7232.00,0.00,3868.00,0.08558,0.00,0.00,0.00,0.00,0.00,0.00,3258.00,0.07159,0.00,0.00,660.00,13.00,3.00,4.33333,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3929.00,331.00,0.00,0.00,0.00,26933.00,0.00,18.00,11.00,260.50,159.19444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,610.00,0.00,24628.00,0.00,24491.00,1.00,921.00,1373.00,0.00,39.00,1373.00,0.00,8499.00,188.00,8311.00,8311.00,20789.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21056.00,21056.00,55392.00,55392.00,0.00,0.00,0.00,0.00,24576.00,0.00,753.00,384.00,610.00,0.00,0.00
182,0.16,177.76,2.93502E+10,2.93502E+10,4239.00,0.00,1921.00,0.07251,0.00,0.00,0.00,0.00,0.00,0.00,795.00,0.03241,0.00,0.00,26.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.00,17.00,0.00,0.00,0.00,197.00,0.00,18.00,11.00,4.00,2.44444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00,0.00,183.00,0.00,242.00,1.00,7.00,37.00,0.00,7.00,37.00,0.00,103.00,12.00,91.00,91.00,197.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384.00,384.00,1312.00,1312.00,0.00,0.00,0.00,0.00,2240.00,0.00,5.00,35.00,77.00,0.00,0.00
170,0.16,72.48,2.93502E+10,2.93502E+10,3935.00,0.00,1488.00,0.0605,0.00,0.00,0.00,0.00,0.00,0.00,770.00,0.03165,0.00,0.00,60.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1995.00,30.00,0.00,0.00,0.00,469.00,0.00,18.00,11.00,7.50,4.58333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,509.00,0.00,589.00,1.00,30.00,74.00,0.00,1.00,74.00,0.00,192.00,1.00,191.00,191.00,469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,832.00,832.00,1120.00,1120.00,0.00,0.00,0.00,0.00,1536.00,0.00,130.00,24.00,93.00,0.00,0.00
