EID,GPU Duration (レs),Input Vertices Read,Input Primitives,GS Primitives,Rasterizer Invocations,Rasterized Primitives,Samples Passed,VS Invocations,HS Invocations,DS Invocations,GS Invocations,PS Invocations,CS Invocations,GPUTime (レs),ExecutionDuration (レs),ExecutionStart (レs),ExecutionEnd (レs),GPUBusyCycles (cycles),TessellatorBusyCycles (cycles),VSBusyCycles (cycles),VSTime (レs),HSBusyCycles (cycles),HSTime (レs),DSBusyCycles (cycles),DSTime (レs),GSBusyCycles (cycles),GSTime (レs),PSBusyCycles (cycles),PSTime (レs),CSBusyCycles (cycles),CSTime (レs),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusyCycles (cycles),VSSALUBusyCycles (cycles),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusyCycles (cycles),HSSALUBusyCycles (cycles),DSVerticesIn,DSVALUInstCount,DSSALUInstCount,DSVALUBusyCycles (cycles),DSSALUBusyCycles (cycles),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusyCycles (cycles),GSSALUBusyCycles (cycles),PrimitiveAssemblyBusyCycles (cycles),PrimitivesIn,CulledPrims,ClippedPrims,PAStalledOnRasterizerCycles (cycles),PSPixelsOut,PSExportStallsCycles (cycles),PSVALUInstCount,PSSALUInstCount,PSVALUBusyCycles (cycles),PSSALUBusyCycles (cycles),CSThreadGroups,CSWavefronts,CSThreads,CSThreadGroupSize,CSVALUInsts,CSSALUInsts,CSVFetchInsts,CSSFetchInsts,CSVWriteInsts,CSFlatVMemInsts,CSVALUBusyCycles (cycles),CSSALUBusyCycles (cycles),CSMemUnitBusyCycles (cycles),CSMemUnitStalledCycles (cycles),CSWriteUnitStalledCycles (cycles),CSGDSInsts,CSLDSInsts,CSFlatLDSInsts,CSALUStalledByLDSCycles (cycles),CSLDSBankConflictCycles (cycles),TexUnitBusyCycles (cycles),TexTriFilteringCount,NoTexTriFilteringCount,TexVolFilteringCount,NoTexVolFilteringCount,TexAveAnisotropy,DepthStencilTestBusyCycles (cycles),HiZTilesAcceptedCount,HiZTilesRejectedCount,PreZTilesDetailCulledCount,PreZTilesDetailSurvivingCount,HiZQuadsCulledCount,HiZQuadsAcceptedCount,PreZQuadsCulledCount,PreZQuadsSurvivingCount,PostZQuadCount,PreZSamplesPassing,PreZSamplesFailingS,PreZSamplesFailingZ,PostZSamplesPassing,PostZSamplesFailingS,PostZSamplesFailingZ,ZUnitStalledCycles (cycles),DBMemRead (bytes),DBMemWritten (bytes),CBMemRead (bytes),CBColorAndMaskRead (bytes),CBMemWritten (bytes),CBColorAndMaskWritten (bytes),CBSlowPixelCount,L0TagConflictReadStalledCycles,L0TagConflictWriteStalledCycles,L0TagConflictAtomicStalledCycles,FetchSize (bytes),WriteSize (bytes),CacheHitCount,CacheMissCount,MemUnitBusyCycles (cycles),MemUnitStalledCycles (cycles),WriteUnitStalledCycles (cycles)
31,9.12,0,0,0,0,0,0,0,0,0,0,0,0,4.16,4.96,4.16820E+10,4.16816E+10,5873.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,3.00,0.00
32,162.72,0,0,0,0,0,0,0,0,0,0,0,0,82.56,82.08,4.16820E+10,4.16816E+10,105690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,26647.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6222.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79872.00,7221888.00,7278208.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33,159.20,0,0,0,0,0,0,0,0,0,0,0,0,78.56,160.32,4.16820E+10,4.16816E+10,104261.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,26063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6178.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34,160.00,0,0,0,0,0,0,0,0,0,0,0,0,79.20,238.40,4.16820E+10,4.16816E+10,103838.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,26386.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6448.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35,159.20,0,0,0,0,0,0,0,0,0,0,0,0,78.88,316.00,4.16820E+10,4.16816E+10,104267.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,25874.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6204.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
36,160.32,0,0,0,0,0,0,0,0,0,0,0,0,79.04,393.44,4.16820E+10,4.16816E+10,103406.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,26526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6076.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,78.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
38,160.16,0,0,0,0,0,0,0,0,0,0,0,0,79.36,82.08,4.16820E+10,4.16816E+10,104696.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,26483.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6190.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
40,159.52,0,0,0,0,0,0,0,0,0,0,0,0,78.88,80.96,4.16820E+10,4.16816E+10,104981.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,25473.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6262.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,86.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42,159.36,0,0,0,0,0,0,0,0,0,0,0,0,79.20,81.76,4.16820E+10,4.16816E+10,104548.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,25435.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6178.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
44,159.04,0,0,0,0,0,0,0,0,0,0,0,0,78.56,81.12,4.16820E+10,4.16816E+10,103982.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,25495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6250.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,108.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,158.72,0,0,0,0,0,0,0,0,0,0,0,0,78.72,81.60,4.16820E+10,4.16816E+10,103982.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,26035.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6066.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
48,159.68,0,0,0,0,0,0,0,0,0,0,0,0,79.68,81.44,4.16820E+10,4.16816E+10,104405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,25012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6392.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,332.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
50,159.20,0,0,0,0,0,0,0,0,0,0,0,0,79.20,81.12,4.16820E+10,4.16816E+10,103262.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,25382.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6222.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
52,158.24,0,0,0,0,0,0,0,0,0,0,0,0,79.20,81.60,4.16820E+10,4.16816E+10,103838.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1205424.00,25514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5860.00,106.00,0.00,0.00,106.00,0.00,301752.00,0.00,301752.00,301752.00,560.00,0.00,0.00,0.00,0.00,0.00,96.00,0.00,0.00,0.00,79872.00,7248384.00,7328256.00,301752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
53,17.92,0,0,0,0,0,0,0,0,0,0,0,0,3.84,84.96,4.16820E+10,4.16816E+10,10256.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,921.00,0.00,187.00,0.00,41.00,300960.00,792.00,792.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,13440.00,10816.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
54,16.16,0,0,0,0,0,0,0,0,0,0,0,0,5.12,88.64,4.16820E+10,4.16816E+10,9161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,935.00,0.00,164.00,0.00,26.00,300960.00,792.00,792.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,13440.00,68704.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95,1089.76,0,0,0,0,0,0,0,0,0,0,0,0,609.60,610.88,4.16820E+10,4.16816E+10,779081.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,369537.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10609.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00618E+08,1.01011E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96,1087.84,0,0,0,0,0,0,0,0,0,0,0,0,607.84,1218.88,4.16820E+10,4.16816E+10,785334.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377912.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10705.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97,1090.40,0,0,0,0,0,0,0,0,0,0,0,0,607.20,1826.56,4.16820E+10,4.16816E+10,784436.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10933.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98,1091.68,0,0,0,0,0,0,0,0,0,0,0,0,608.00,2434.56,4.16820E+10,4.16816E+10,784703.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377942.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10795.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99,1090.24,0,0,0,0,0,0,0,0,0,0,0,0,608.96,3041.92,4.16820E+10,4.16816E+10,786326.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377196.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10457.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100,1087.84,0,0,0,0,0,0,0,0,0,0,0,0,608.80,3648.48,4.16820E+10,4.16816E+10,786727.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,376948.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10299.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101,1082.24,0,0,0,0,0,0,0,0,0,0,0,0,608.80,4253.92,4.16820E+10,4.16816E+10,783764.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,374510.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10815.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102,1088.48,0,0,0,0,0,0,0,0,0,0,0,0,604.64,4260.96,4.16820E+10,4.16816E+10,785247.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,375004.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10823.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103,1089.76,0,0,0,0,0,0,0,0,0,0,0,0,605.12,4261.28,4.16820E+10,4.16816E+10,785916.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,378283.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10439.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
