EID,GPU Duration (レs),Input Vertices Read,Input Primitives,GS Primitives,Rasterizer Invocations,Rasterized Primitives,Samples Passed,VS Invocations,HS Invocations,DS Invocations,GS Invocations,PS Invocations,CS Invocations,GPUTime (レs),ExecutionDuration (レs),ExecutionStart (レs),ExecutionEnd (レs),GPUBusyCycles (cycles),TessellatorBusyCycles (cycles),VSBusyCycles (cycles),VSTime (レs),HSBusyCycles (cycles),HSTime (レs),DSBusyCycles (cycles),DSTime (レs),GSBusyCycles (cycles),GSTime (レs),PSBusyCycles (cycles),PSTime (レs),CSBusyCycles (cycles),CSTime (レs),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusyCycles (cycles),VSSALUBusyCycles (cycles),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusyCycles (cycles),HSSALUBusyCycles (cycles),DSVerticesIn,DSVALUInstCount,DSSALUInstCount,DSVALUBusyCycles (cycles),DSSALUBusyCycles (cycles),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusyCycles (cycles),GSSALUBusyCycles (cycles),PrimitiveAssemblyBusyCycles (cycles),PrimitivesIn,CulledPrims,ClippedPrims,PAStalledOnRasterizerCycles (cycles),PSPixelsOut,PSExportStallsCycles (cycles),PSVALUInstCount,PSSALUInstCount,PSVALUBusyCycles (cycles),PSSALUBusyCycles (cycles),CSThreadGroups,CSWavefronts,CSThreads,CSThreadGroupSize,CSVALUInsts,CSSALUInsts,CSVFetchInsts,CSSFetchInsts,CSVWriteInsts,CSFlatVMemInsts,CSVALUBusyCycles (cycles),CSSALUBusyCycles (cycles),CSMemUnitBusyCycles (cycles),CSMemUnitStalledCycles (cycles),CSWriteUnitStalledCycles (cycles),CSGDSInsts,CSLDSInsts,CSFlatLDSInsts,CSALUStalledByLDSCycles (cycles),CSLDSBankConflictCycles (cycles),TexUnitBusyCycles (cycles),TexTriFilteringCount,NoTexTriFilteringCount,TexVolFilteringCount,NoTexVolFilteringCount,TexAveAnisotropy,DepthStencilTestBusyCycles (cycles),HiZTilesAcceptedCount,HiZTilesRejectedCount,PreZTilesDetailCulledCount,PreZTilesDetailSurvivingCount,HiZQuadsCulledCount,HiZQuadsAcceptedCount,PreZQuadsCulledCount,PreZQuadsSurvivingCount,PostZQuadCount,PreZSamplesPassing,PreZSamplesFailingS,PreZSamplesFailingZ,PostZSamplesPassing,PostZSamplesFailingS,PostZSamplesFailingZ,ZUnitStalledCycles (cycles),DBMemRead (bytes),DBMemWritten (bytes),CBMemRead (bytes),CBColorAndMaskRead (bytes),CBMemWritten (bytes),CBColorAndMaskWritten (bytes),CBSlowPixelCount,L0TagConflictReadStalledCycles,L0TagConflictWriteStalledCycles,L0TagConflictAtomicStalledCycles,FetchSize (bytes),WriteSize (bytes),CacheHitCount,CacheMissCount,MemUnitBusyCycles (cycles),MemUnitStalledCycles (cycles),WriteUnitStalledCycles (cycles)
104,1086.88,0,0,0,0,0,0,0,0,0,0,0,0,606.72,4260.80,4.16820E+10,4.16816E+10,783493.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,375826.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10513.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105,1091.20,0,0,0,0,0,0,0,0,0,0,0,0,607.36,4260.32,4.16820E+10,4.16816E+10,784972.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,375553.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10917.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106,1087.68,0,0,0,0,0,0,0,0,0,0,0,0,608.48,4260.64,4.16820E+10,4.16816E+10,785788.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377980.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10599.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,1094.24,0,0,0,0,0,0,0,0,0,0,0,0,608.80,4261.76,4.16820E+10,4.16816E+10,786462.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,376678.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10907.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,1092.32,0,0,0,0,0,0,0,0,0,0,0,0,610.24,4262.88,4.16820E+10,4.16816E+10,786861.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,376818.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11269.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109,1090.56,0,0,0,0,0,0,0,0,0,0,0,0,608.80,4263.04,4.16820E+10,4.16816E+10,785652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377070.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10833.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,1086.72,0,0,0,0,0,0,0,0,0,0,0,0,609.60,4261.92,4.16820E+10,4.16816E+10,785106.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,378463.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11031.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111,1092.00,0,0,0,0,0,0,0,0,0,0,0,0,608.48,4262.08,4.16820E+10,4.16816E+10,784166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,375521.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11297.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112,1087.84,0,0,0,0,0,0,0,0,0,0,0,0,608.80,4261.28,4.16820E+10,4.16816E+10,775394.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,368953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11371.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113,1084.80,0,0,0,0,0,0,0,0,0,0,0,0,608.32,4255.36,4.16820E+10,4.16816E+10,785381.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,375709.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11141.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114,1083.68,0,0,0,0,0,0,0,0,0,0,0,0,608.80,4251.20,4.16820E+10,4.16816E+10,786051.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,374533.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10857.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115,1089.60,0,0,0,0,0,0,0,0,0,0,0,0,608.48,4252.00,4.16820E+10,4.16816E+10,786597.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,376871.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10641.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116,1089.60,0,0,0,0,0,0,0,0,0,0,0,0,608.80,4252.64,4.16820E+10,4.16816E+10,783087.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,376484.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10781.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117,1090.08,0,0,0,0,0,0,0,0,0,0,0,0,608.32,4251.20,4.16820E+10,4.16816E+10,784974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,375735.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10445.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118,1087.84,0,0,0,0,0,0,0,0,0,0,0,0,607.36,4252.96,4.16820E+10,4.16816E+10,786734.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10859.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119,1088.96,0,0,0,0,0,0,0,0,0,0,0,0,607.68,4252.80,4.16820E+10,4.16816E+10,786732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,379230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10589.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120,1089.76,0,0,0,0,0,0,0,0,0,0,0,0,609.12,4259.84,4.16820E+10,4.16816E+10,783756.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,375221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10689.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
121,1089.60,0,0,0,0,0,0,0,0,0,0,0,0,610.24,4264.16,4.16820E+10,4.16816E+10,785916.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,378787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10397.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
122,1088.80,0,0,0,0,0,0,0,0,0,0,0,0,607.20,4264.48,4.16820E+10,4.16816E+10,785248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377588.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10379.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123,1091.52,0,0,0,0,0,0,0,0,0,0,0,0,607.36,4423.36,4.16820E+10,4.16816E+10,784572.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,6291456.00,377737.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11279.00,106.00,0.00,0.00,106.00,0.00,1572864.00,0.00,1572864.00,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,393216.00,1.00663E+08,1.01057E+08,1572864.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
124,184.48,0,0,0,0,0,0,0,0,0,0,0,0,101.28,714.40,4.16820E+10,4.16816E+10,131575.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1048576.00,62486.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10791.00,106.00,0.00,0.00,106.00,0.00,262144.00,0.00,262144.00,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,65536.00,1.67772E+07,1.68428E+07,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
125,184.16,0,0,0,0,0,0,0,0,0,0,0,0,100.64,814.24,4.16820E+10,4.16816E+10,131846.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1048576.00,63021.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10781.00,106.00,0.00,0.00,106.00,0.00,262144.00,0.00,262144.00,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,65536.00,1.67772E+07,1.68428E+07,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
126,184.64,0,0,0,0,0,0,0,0,0,0,0,0,101.12,914.88,4.16821E+10,4.16816E+10,131574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1048576.00,61466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10421.00,106.00,0.00,0.00,106.00,0.00,262144.00,0.00,262144.00,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,65536.00,1.67772E+07,1.68428E+07,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
127,183.20,0,0,0,0,0,0,0,0,0,0,0,0,99.36,1015.52,4.16821E+10,4.16816E+10,131711.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,1048576.00,62333.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10227.00,106.00,0.00,0.00,106.00,0.00,262144.00,0.00,262144.00,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,65536.00,1.67772E+07,1.68428E+07,262144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
