C:\Users\USER\AppData\Local\Temp\RenderDoc\DX11_2024.02.26_13.47.00_frame9147.rdc - Frame #9147

 EID  | Event                                                 | Action #
9152  |   - DrawIndexed(4224)                                 | 553   
9170  |   - DrawIndexed(423)                                  | 554   
9188  |   - DrawIndexed(42)                                   | 555   
9206  |   - DrawIndexed(42)                                   | 556   
9224  |   - DrawIndexed(42)                                   | 557   
9242  |   - DrawIndexed(42)                                   | 558   
9260  |   - DrawIndexed(42)                                   | 559   
9278  |   - DrawIndexed(42)                                   | 560   
9296  |   - DrawIndexed(1116)                                 | 561   
9314  |   - DrawIndexed(1116)                                 | 562   
9332  |   - DrawIndexed(1116)                                 | 563   
9350  |   - DrawIndexed(1116)                                 | 564   
9368  |   - DrawIndexed(1116)                                 | 565   
9386  |   - DrawIndexed(162)                                  | 566   
9404  |   - DrawIndexed(162)                                  | 567   
9422  |   - DrawIndexed(1050)                                 | 568   
9440  |   - DrawIndexed(246)                                  | 569   
9458  |   - DrawIndexed(162)                                  | 570   
9476  |   - DrawIndexed(246)                                  | 571   
9494  |   - DrawIndexed(246)                                  | 572   
9512  |   - DrawIndexed(936)                                  | 573   
9530  |   - DrawIndexed(936)                                  | 574   
9548  |   - DrawIndexed(936)                                  | 575   
9566  |   - DrawIndexed(324)                                  | 576   
9584  |   - DrawIndexed(324)                                  | 577   
9602  |   - DrawIndexed(324)                                  | 578   
9620  |   - DrawIndexed(90)                                   | 579   
9638  |   - DrawIndexed(432)                                  | 580   
9656  |   - DrawIndexed(90)                                   | 581   
9674  |   - DrawIndexed(432)                                  | 582   
9692  |   - DrawIndexed(42)                                   | 583   
9710  |   - DrawIndexed(42)                                   | 584   
9728  |   - DrawIndexed(90)                                   | 585   
9746  |   - DrawIndexed(432)                                  | 586   
9764  |   - DrawIndexed(42)                                   | 587   
9782  |   - DrawIndexed(546)                                  | 588   
9800  |   - DrawIndexed(1050)                                 | 589   
9818  |   - DrawIndexed(162)                                  | 590   
9836  |   - DrawIndexed(324)                                  | 591   
9854  |   - DrawIndexed(936)                                  | 592   
9872  |   - DrawIndexed(90)                                   | 593   
9890  |   - DrawIndexed(432)                                  | 594   
9908  |   - DrawIndexed(42)                                   | 595   
9926  |   - DrawIndexed(42)                                   | 596   
9944  |   - DrawIndexed(42)                                   | 597   
9962  |   - DrawIndexed(162)                                  | 598   
9980  |   - DrawIndexed(324)                                  | 599   
9998  |   - DrawIndexed(936)                                  | 600   
10016 |   - DrawIndexed(546)                                  | 601   
10034 |   - DrawIndexed(1050)                                 | 602   
10052 |   - DrawIndexed(90)                                   | 603   
10070 |   - DrawIndexed(42)                                   | 604   
10088 |   - DrawIndexed(432)                                  | 605   
10106 |   - DrawIndexed(42)                                   | 606   
10124 |   - DrawIndexed(42)                                   | 607   
10142 |   - DrawIndexed(936)                                  | 608   
10160 |   - DrawIndexed(324)                                  | 609   
10178 |   - DrawIndexed(162)                                  | 610   
10196 |   - DrawIndexed(324)                                  | 611   
10214 |   - DrawIndexed(546)                                  | 612   
10232 |   - DrawIndexed(42)                                   | 613   
10250 |   - DrawIndexed(90)                                   | 614   
10268 |   - DrawIndexed(42)                                   | 615   
10286 |   - DrawIndexed(408)                                  | 616   
10304 |   - DrawIndexed(432)                                  | 617   
10322 |   - DrawIndexed(408)                                  | 618   
10340 |   - DrawIndexed(42)                                   | 619   
10358 |   - DrawIndexed(1050)                                 | 620   
10376 |   - DrawIndexed(546)                                  | 621   
10394 |   - DrawIndexed(162)                                  | 622   
10412 |   - DrawIndexed(324)                                  | 623   
10430 |   - DrawIndexed(162)                                  | 624   
10448 |   - DrawIndexed(936)                                  | 625   
10466 |   - DrawIndexed(324)                                  | 626   
10484 |   - DrawIndexed(546)                                  | 627   
10502 |   - DrawIndexed(936)                                  | 628   
10520 |   - DrawIndexed(1050)                                 | 629   
10538 |   - DrawIndexed(42)                                   | 630   
10556 |   - DrawIndexed(42)                                   | 631   
10574 |   - DrawIndexed(42)                                   | 632   
10592 |   - DrawIndexed(432)                                  | 633   
10610 |   - DrawIndexed(42)                                   | 634   
10628 |   - DrawIndexed(42)                                   | 635   
10646 |   - DrawIndexed(90)                                   | 636   
10664 |   - DrawIndexed(42)                                   | 637   
10682 |   - DrawIndexed(90)                                   | 638   
10700 |   - DrawIndexed(432)                                  | 639   
10718 |   - DrawIndexed(246)                                  | 640   
10736 |   - DrawIndexed(246)                                  | 641   
10754 |   - DrawIndexed(324)                                  | 642   
10772 |   - DrawIndexed(936)                                  | 643   
10790 |   - DrawIndexed(90)                                   | 644   
10808 |   - DrawIndexed(432)                                  | 645   
10826 |   - DrawIndexed(42)                                   | 646   
10844 |   - DrawIndexed(246)                                  | 647   
10862 |   - DrawIndexed(246)                                  | 648   
10880 |   - DrawIndexed(324)                                  | 649   
10898 |   - DrawIndexed(936)                                  | 650   
10916 |   - DrawIndexed(90)                                   | 651   
10934 |   - DrawIndexed(432)                                  | 652   
10952 |   - DrawIndexed(42)                                   | 653   
10970 |   - DrawIndexed(246)                                  | 654   
10988 |   - DrawIndexed(1116)                                 | 655   
11006 |   - DrawIndexed(324)                                  | 656   
11024 |   - DrawIndexed(246)                                  | 657   
11042 |   - DrawIndexed(432)                                  | 658   
11060 |   - DrawIndexed(90)                                   | 659   
11078 |   - DrawIndexed(42)                                   | 660   
11096 |   - DrawIndexed(936)                                  | 661   
11114 |   - DrawIndexed(408)                                  | 662   
11132 |   - DrawIndexed(408)                                  | 663   
11150 |   - DrawIndexed(504)                                  | 664   
11168 |   - DrawIndexed(504)                                  | 665   
11186 |   - DrawIndexed(324)                                  | 666   
11204 |   - DrawIndexed(90)                                   | 667   
11222 |   - DrawIndexed(42)                                   | 668   
11240 |   - DrawIndexed(42)                                   | 669   
11258 |   - DrawIndexed(42)                                   | 670   
11276 |   - DrawIndexed(432)                                  | 671   
11294 |   - DrawIndexed(324)                                  | 672   
11312 |   - DrawIndexed(546)                                  | 673   
11330 |   - DrawIndexed(162)                                  | 674   
11348 |   - DrawIndexed(936)                                  | 675   
11366 |   - DrawIndexed(90)                                   | 676   
11384 |   - DrawIndexed(42)                                   | 677   
11402 |   - DrawIndexed(42)                                   | 678   
11420 |   - DrawIndexed(42)                                   | 679   
11438 |   - DrawIndexed(432)                                  | 680   
11456 |   - DrawIndexed(324)                                  | 681   
11474 |   - DrawIndexed(546)                                  | 682   
11492 |   - DrawIndexed(162)                                  | 683   
11510 |   - DrawIndexed(936)                                  | 684   
11528 |   - DrawIndexed(90)                                   | 685   
11546 |   - DrawIndexed(42)                                   | 686   
11564 |   - DrawIndexed(42)                                   | 687   
11582 |   - DrawIndexed(42)                                   | 688   
11600 |   - DrawIndexed(432)                                  | 689   
11618 |   - DrawIndexed(324)                                  | 690   
11636 |   - DrawIndexed(546)                                  | 691   
11654 |   - DrawIndexed(162)                                  | 692   
11672 |   - DrawIndexed(936)                                  | 693   
11690 |   - DrawIndexed(1050)                                 | 694   
11708 |   - DrawIndexed(1050)                                 | 695   
11726 |   - DrawIndexed(1050)                                 | 696   
11744 |   - DrawIndexed(348)                                  | 697   
11759 |   - DrawIndexed(1095)                                 | 698   
11777 |   - DrawIndexed(36)                                   | 699   
11795 |   - DrawIndexed(1359)                                 | 700   
11813 |   - DrawIndexed(264)                                  | 701   
11831 |   - DrawIndexed(762)                                  | 702   
11849 |   - DrawIndexed(1359)                                 | 703   
11867 |   - DrawIndexed(1359)                                 | 704   
11885 |   - DrawIndexed(1302)                                 | 705   
11903 |   - DrawIndexed(1290)                                 | 706   
11921 |   - DrawIndexed(1230)                                 | 707   
11939 |   - DrawIndexed(354)                                  | 708   
11957 |   - DrawIndexed(102)                                  | 709   
11975 |   - DrawIndexed(132)                                  | 710   
11993 |   - DrawIndexed(4458)                                 | 711   
12011 |   - DrawIndexed(1530)                                 | 712   
12029 |   - DrawIndexed(6228)                                 | 713   
12047 |   - DrawIndexed(258)                                  | 714   
12065 |   - DrawIndexed(4824)                                 | 715   
12083 |   - DrawIndexed(10224)                                | 716   
12101 |   - DrawIndexed(1062)                                 | 717   
12119 |   - DrawIndexed(420)                                  | 718   
12137 |   - DrawIndexed(25263)                                | 719   
12155 |   - DrawIndexed(22188)                                | 720   
12173 |   - DrawIndexed(8022)                                 | 721   
12188 |   - DrawIndexed(1560)                                 | 722   
12206 |   - DrawIndexed(210)                                  | 723   
12224 |   - DrawIndexed(24)                                   | 724   
12242 |   - DrawIndexed(13992)                                | 725   
12260 |   - DrawIndexed(7845)                                 | 726   
12278 |   - DrawIndexed(4458)                                 | 727   
12296 |   - DrawIndexed(4944)                                 | 728   
12314 |   - DrawIndexed(1074)                                 | 729   
12332 |   - DrawIndexed(84)                                   | 730   
12350 |   - DrawIndexed(27258)                                | 731   
12368 |   - DrawIndexed(927)                                  | 732   
12386 |   - DrawIndexed(8022)                                 | 733   
12401 |   - DrawIndexed(1560)                                 | 734   
12419 |   - DrawIndexed(210)                                  | 735   
12437 |   - DrawIndexed(24)                                   | 736   
12455 |   - DrawIndexed(13992)                                | 737   
12473 |   - DrawIndexed(7845)                                 | 738   
12491 |   - DrawIndexed(4458)                                 | 739   
12509 |   - DrawIndexed(4944)                                 | 740   
12527 |   - DrawIndexed(1074)                                 | 741   
12545 |   - DrawIndexed(84)                                   | 742   
12563 |   - DrawIndexed(27258)                                | 743   
12581 |   - DrawIndexed(927)                                  | 744   
12599 |   - DrawIndexed(6228)                                 | 745   
12617 |   - DrawIndexed(258)                                  | 746   
12635 |   - DrawIndexed(4824)                                 | 747   
12653 |   - DrawIndexed(10224)                                | 748   
12671 |   - DrawIndexed(1062)                                 | 749   
12689 |   - DrawIndexed(420)                                  | 750   
12707 |   - DrawIndexed(25263)                                | 751   
12725 |   - DrawIndexed(22188)                                | 752   
12743 |   - DrawIndexed(32184)                                | 753   
12761 |   - DrawIndexed(37422)                                | 754   
12779 |   - DrawIndexed(1500)                                 | 755   
12797 |   - DrawIndexed(744)                                  | 756   
12815 |   - DrawIndexed(3372)                                 | 757   
12833 |   - DrawIndexed(1794)                                 | 758   
12851 |   - DrawIndexed(22065)                                | 759   
12869 |   - DrawIndexed(1908)                                 | 760   
12887 |   - DrawIndexed(492)                                  | 761   
12905 |   - DrawIndexed(1422)                                 | 762   
12923 |   - DrawIndexed(16413)                                | 763   
12941 |   - DrawIndexed(17154)                                | 764   
12959 |   - DrawIndexed(216)                                  | 765   
12977 |   - DrawIndexed(1410)                                 | 766   
12995 |   - DrawIndexed(258)                                  | 767   
13013 |   - DrawIndexed(60)                                   | 768   
13031 |   - DrawIndexed(68316)                                | 769   
13049 |   - DrawIndexed(1020)                                 | 770   
13067 |   - DrawIndexed(1020)                                 | 771   
13085 |   - DrawIndexed(72)                                   | 772   
13103 |   - DrawIndexed(72)                                   | 773   
13121 |   - DrawIndexed(14307)                                | 774   
13139 |   - DrawIndexed(14307)                                | 775   
13157 |   - DrawIndexed(18)                                   | 776   
13175 |   - DrawIndexed(18)                                   | 777   
13193 |   - DrawIndexed(11280)                                | 778   
13211 |   - DrawIndexed(11280)                                | 779   
13229 |   - DrawIndexed(1254)                                 | 780   
13247 |   - DrawIndexed(1254)                                 | 781   
13265 |   - DrawIndexed(15768)                                | 782   
13280 |   - DrawIndexed(264)                                  | 783   
13298 |   - DrawIndexed(16032)                                | 784   
13316 |   - DrawIndexed(58626)                                | 785   
13334 |   - DrawIndexed(58626)                                | 786   
13352 |   - DrawIndexed(2250)                                 | 787   
13370 |   - DrawIndexed(2250)                                 | 788   
13388 |   - DrawIndexed(4464)                                 | 789   
13406 |   - DrawIndexed(4464)                                 | 790   
13424 |   - DrawIndexed(2250)                                 | 791   
13442 |   - DrawIndexed(4464)                                 | 792   
13460 |   - DrawIndexed(1020)                                 | 793   
13478 |   - DrawIndexed(72)                                   | 794   
13496 |   - DrawIndexed(14307)                                | 795   
13514 |   - DrawIndexed(18)                                   | 796   
13532 |   - DrawIndexed(11280)                                | 797   
13550 |   - DrawIndexed(1254)                                 | 798   
13568 |   - DrawIndexed(720)                                  | 799   
13583 |   - DrawIndexed(15312)                                | 800   
13601 |   - DrawIndexed(58626)                                | 801   
13619 |   - DrawIndexed(4020)                                 | 802   
13637 |   - DrawIndexed(6)                                    | 803   
13655 |   - DrawIndexed(8400)                                 | 804   
13673 |   - DrawIndexed(7488)                                 | 805   
13691 |   - DrawIndexed(3240)                                 | 806   
13709 |   - DrawIndexed(8604)                                 | 807   
13727 |   - DrawIndexed(192996)                               | 808   
13745 |   - DrawIndexed(246045)                               | 809   
13763 |   - DrawIndexed(3969)                                 | 810   
13781 |   - DrawIndexed(8280)                                 | 811   
13799 |   - DrawIndexed(420)                                  | 812   
13817 |   - DrawIndexed(3969)                                 | 813   
13835 |   - DrawIndexed(8280)                                 | 814   
13853 |   - DrawIndexed(420)                                  | 815   
13871 |   - DrawIndexed(4020)                                 | 816   
13889 |   - DrawIndexed(6)                                    | 817   
13907 |   - DrawIndexed(8400)                                 | 818   
13925 |   - DrawIndexed(7488)                                 | 819   
13943 |   - DrawIndexed(3240)                                 | 820   
13961 |   - DrawIndexed(8604)                                 | 821   
13979 |   - DrawIndexed(192996)                               | 822   
13997 |   - DrawIndexed(246045)                               | 823   
14015 |   - DrawIndexed(96)                                   | 824   
14033 |   - DrawIndexed(90)                                   | 825   
14051 |   - DrawIndexed(96)                                   | 826   
14069 |   - DrawIndexed(90)                                   | 827   
14087 |   - DrawIndexed(252)                                  | 828   
14105 |   - DrawIndexed(564)                                  | 829   
14123 |   - DrawIndexed(252)                                  | 830   
14141 |   - DrawIndexed(492)                                  | 831   
14159 |   - DrawIndexed(564)                                  | 832   
14177 |   - DrawIndexed(7968)                                 | 833   
14195 |   - DrawIndexed(204)                                  | 834   
14213 |   - DrawIndexed(2160)                                 | 835   
14228 |   - DrawIndexed(5460)                                 | 836   
14246 |   - DrawIndexed(6)                                    | 837   
14264 |   - DrawIndexed(10314)                                | 838   
14282 |   - DrawIndexed(666)                                  | 839   
14300 |   - DrawIndexed(7572)                                 | 840   
14318 |   - DrawIndexed(6060)                                 | 841   
14336 |   - DrawIndexed(7713)                                 | 842   
14354 |   - DrawIndexed(5286)                                 | 843   
14372 |   - DrawIndexed(564)                                  | 844   
14390 |   - DrawIndexed(6480)                                 | 845   
14408 |   - DrawIndexed(660)                                  | 846   
14426 |   - DrawIndexed(12504)                                | 847   
14444 |   - DrawIndexed(32625)                                | 848   
14462 |   - DrawIndexed(120)                                  | 849   
14480 |   - DrawIndexed(9474)                                 | 850   
14498 |   - DrawIndexed(5724)                                 | 851   
14516 |   - DrawIndexed(1224)                                 | 852   
14534 |   - DrawIndexed(37092)                                | 853   
14552 |   - DrawIndexed(564)                                  | 854   
14570 |   - DrawIndexed(5139)                                 | 855   
14585 |   - DrawIndexed(48)                                   | 856   
14603 |   - DrawIndexed(762)                                  | 857   
14618 |   - DrawIndexed(270)                                  | 858   
14633 |   - DrawIndexed(528)                                  | 859   
14651 |   - DrawIndexed(1098)                                 | 860   
14666 |   - DrawIndexed(270)                                  | 861   
14684 |   - DrawIndexed(1098)                                 | 862   
14699 |   - DrawIndexed(270)                                  | 863   
14717 |   - DrawIndexed(1098)                                 | 864   
14732 |   - DrawIndexed(270)                                  | 865   
14750 |   - DrawIndexed(1098)                                 | 866   
14765 |   - DrawIndexed(270)                                  | 867   
14783 |   - DrawIndexed(120)                                  | 868   
14798 |   - DrawIndexed(390)                                  | 869   
14816 |   - DrawIndexed(1332)                                 | 870   
14834 |   - DrawIndexed(12)                                   | 871   
14852 |   - DrawIndexed(564)                                  | 872   
14870 |   - DrawIndexed(12)                                   | 873   
14888 |   - DrawIndexed(12)                                   | 874   
14906 |   - DrawIndexed(12)                                   | 875   
14924 |   - DrawIndexed(12)                                   | 876   
14942 |   - DrawIndexed(12)                                   | 877   
14960 |   - DrawIndexed(12)                                   | 878   
14978 |   - DrawIndexed(12)                                   | 879   
14996 |   - DrawIndexed(12)                                   | 880   
15014 |   - DrawIndexed(12)                                   | 881   
15032 |   - DrawIndexed(12)                                   | 882   
15050 |   - DrawIndexed(564)                                  | 883   
15068 |   - DrawIndexed(12)                                   | 884   
15086 |   - DrawIndexed(12)                                   | 885   
15104 |   - DrawIndexed(12)                                   | 886   
15122 |   - DrawIndexed(12)                                   | 887   
15140 |   - DrawIndexed(12)                                   | 888   
15158 |   - DrawIndexed(12)                                   | 889   
15176 |   - DrawIndexed(384)                                  | 890   
15194 |   - DrawIndexed(1332)                                 | 891   
15212 |   - DrawIndexed(120)                                  | 892   
15227 |   - DrawIndexed(390)                                  | 893   
15245 |   - DrawIndexed(564)                                  | 894   
15263 |   - DrawIndexed(252)                                  | 895   
15281 |   - DrawIndexed(1098)                                 | 896   
15296 |   - DrawIndexed(270)                                  | 897   
15314 |   - DrawIndexed(564)                                  | 898   
15332 |   - DrawIndexed(252)                                  | 899   
15350 |   - DrawIndexed(564)                                  | 900   
15368 |   - DrawIndexed(564)                                  | 901   
15386 |   - DrawIndexed(252)                                  | 902   
15404 |   - DrawIndexed(564)                                  | 903   
15422 |   - DrawIndexed(252)                                  | 904   
15440 |   - DrawIndexed(252)                                  | 905   
15458 |   - DrawIndexed(492)                                  | 906   
15476 |   - DrawIndexed(4035)                                 | 907   
15494 |   - DrawIndexed(7968)                                 | 908   
15512 |   - DrawIndexed(204)                                  | 909   
15530 |   - DrawIndexed(2160)                                 | 910   
15545 |   - DrawIndexed(5460)                                 | 911   
15563 |   - DrawIndexed(6)                                    | 912   
15581 |   - DrawIndexed(10314)                                | 913   
15599 |   - DrawIndexed(666)                                  | 914   
15617 |   - DrawIndexed(7572)                                 | 915   
15635 |   - DrawIndexed(6060)                                 | 916   
15653 |   - DrawIndexed(7713)                                 | 917   
15671 |   - DrawIndexed(5286)                                 | 918   
15689 |   - DrawIndexed(6480)                                 | 919   
15707 |   - DrawIndexed(660)                                  | 920   
15725 |   - DrawIndexed(12504)                                | 921   
15743 |   - DrawIndexed(32625)                                | 922   
15761 |   - DrawIndexed(120)                                  | 923   
15779 |   - DrawIndexed(9474)                                 | 924   
15797 |   - DrawIndexed(5724)                                 | 925   
15815 |   - DrawIndexed(1224)                                 | 926   
15833 |   - DrawIndexed(37092)                                | 927   
15851 |   - DrawIndexed(303)                                  | 928   
15866 |   - DrawIndexed(48)                                   | 929   
15884 |   - DrawIndexed(762)                                  | 930   
15899 |   - DrawIndexed(270)                                  | 931   
15914 |   - DrawIndexed(528)                                  | 932   
15932 |   - DrawIndexed(1098)                                 | 933   
15947 |   - DrawIndexed(270)                                  | 934   
15965 |   - DrawIndexed(1098)                                 | 935   
15980 |   - DrawIndexed(270)                                  | 936   
15998 |   - DrawIndexed(1098)                                 | 937   
16013 |   - DrawIndexed(270)                                  | 938   
16031 |   - DrawIndexed(1098)                                 | 939   
16046 |   - DrawIndexed(270)                                  | 940   
16064 |   - DrawIndexed(120)                                  | 941   
16079 |   - DrawIndexed(390)                                  | 942   
16097 |   - DrawIndexed(1332)                                 | 943   
16115 |   - DrawIndexed(12)                                   | 944   
16133 |   - DrawIndexed(12)                                   | 945   
16151 |   - DrawIndexed(12)                                   | 946   
16169 |   - DrawIndexed(12)                                   | 947   
16187 |   - DrawIndexed(12)                                   | 948   
16205 |   - DrawIndexed(12)                                   | 949   
16223 |   - DrawIndexed(12)                                   | 950   
16241 |   - DrawIndexed(12)                                   | 951   
16259 |   - DrawIndexed(12)                                   | 952   
16277 |   - DrawIndexed(12)                                   | 953   
16295 |   - DrawIndexed(12)                                   | 954   
16313 |   - DrawIndexed(12)                                   | 955   
16331 |   - DrawIndexed(12)                                   | 956   
16349 |   - DrawIndexed(12)                                   | 957   
16367 |   - DrawIndexed(12)                                   | 958   
16385 |   - DrawIndexed(12)                                   | 959   
16403 |   - DrawIndexed(12)                                   | 960   
16421 |   - DrawIndexed(384)                                  | 961   
16439 |   - DrawIndexed(1332)                                 | 962   
16457 |   - DrawIndexed(120)                                  | 963   
16472 |   - DrawIndexed(390)                                  | 964   
16490 |   - DrawIndexed(564)                                  | 965   
16508 |   - DrawIndexed(252)                                  | 966   
16526 |   - DrawIndexed(1098)                                 | 967   
16541 |   - DrawIndexed(270)                                  | 968   
16559 |   - DrawIndexed(564)                                  | 969   
16577 |   - DrawIndexed(252)                                  | 970   
16595 |   - DrawIndexed(564)                                  | 971   
16613 |   - DrawIndexed(564)                                  | 972   
16631 |   - DrawIndexed(252)                                  | 973   
16649 |   - DrawIndexed(564)                                  | 974   
16667 |   - DrawIndexed(252)                                  | 975   
16685 |   - DrawIndexed(252)                                  | 976   
16703 |   - DrawIndexed(252)                                  | 977   
16721 |   - DrawIndexed(564)                                  | 978   
16739 |   - DrawIndexed(252)                                  | 979   
16757 |   - DrawIndexed(564)                                  | 980   
16775 |   - DrawIndexed(564)                                  | 981   
16793 |   - DrawIndexed(564)                                  | 982   
16811 |   - DrawIndexed(564)                                  | 983   
16829 |   - DrawIndexed(564)                                  | 984   
16847 |   - DrawIndexed(28080)                                | 985   
16862 |   - DrawIndexed(648)                                  | 986   
16880 |   - DrawIndexed(7860)                                 | 987   
16898 |   - DrawIndexed(13185)                                | 988   
16916 |   - DrawIndexed(276)                                  | 989   
16934 |   - DrawIndexed(82959)                                | 990   
16952 |   - DrawIndexed(14988)                                | 991   
16970 |   - DrawIndexed(246)                                  | 992   
16988 |   - DrawIndexed(14976)                                | 993   
17006 |   - DrawIndexed(1356)                                 | 994   
17024 |   - DrawIndexed(12)                                   | 995   
17042 |   - DrawIndexed(5730)                                 | 996   
17060 |   - DrawIndexed(37320)                                | 997   
17078 |   - DrawIndexed(17856)                                | 998   
17096 |   - DrawIndexed(300)                                  | 999   
17114 |   - DrawIndexed(192)                                  | 1000  
17132 |   - DrawIndexed(5622)                                 | 1001  
17150 |   - DrawIndexed(576)                                  | 1002  
17168 |   - DrawIndexed(22326)                                | 1003  
17186 |   - DrawIndexed(138)                                  | 1004  
17204 |   - DrawIndexed(15996)                                | 1005  
17222 |   - DrawIndexed(29916)                                | 1006  
17240 |   - DrawIndexed(846)                                  | 1007  
17258 |   - DrawIndexed(32823)                                | 1008  
17276 |   - DrawIndexed(180)                                  | 1009  
17294 |   - DrawIndexed(2265)                                 | 1010  
17312 |   - DrawIndexed(4458)                                 | 1011  
17330 |   - DrawIndexed(10896)                                | 1012  
17348 |   - DrawIndexed(258)                                  | 1013  
17366 |   - DrawIndexed(2247)                                 | 1014  
17384 |   - DrawIndexed(2247)                                 | 1015  
17402 |   - DrawIndexed(29916)                                | 1016  
17420 |   - DrawIndexed(846)                                  | 1017  
17438 |   - DrawIndexed(32823)                                | 1018  
17456 |   - DrawIndexed(180)                                  | 1019  
17474 |   - DrawIndexed(2265)                                 | 1020  
17492 |   - DrawIndexed(4458)                                 | 1021  
17510 |   - DrawIndexed(10896)                                | 1022  
17528 |   - DrawIndexed(258)                                  | 1023  
17546 |   - DrawIndexed(60300)                                | 1024  
17564 |   - DrawIndexed(3087)                                 | 1025  
17582 |   - DrawIndexed(5934)                                 | 1026  
17600 |   - DrawIndexed(57180)                                | 1027  
17618 |   - DrawIndexed(456)                                  | 1028  
17636 |   - DrawIndexed(7728)                                 | 1029  
17654 |   - DrawIndexed(861)                                  | 1030  
17672 |   - DrawIndexed(47880)                                | 1031  
17690 |   - DrawIndexed(96)                                   | 1032  
17708 |   - DrawIndexed(132)                                  | 1033  
17726 |   - DrawIndexed(204)                                  | 1034  
17744 |   - DrawIndexed(714)                                  | 1035  
17762 |   - DrawIndexed(666)                                  | 1036  
17780 |   - DrawIndexed(6840)                                 | 1037  
17798 |   - DrawIndexed(1200)                                 | 1038  
17816 |   - DrawIndexed(6966)                                 | 1039  
17834 |   - DrawIndexed(134283)                               | 1040  
17852 |   - DrawIndexed(48)                                   | 1041  
17870 |   - DrawIndexed(5496)                                 | 1042  
17888 |   - DrawIndexed(186)                                  | 1043  
17906 |   - DrawIndexed(1050)                                 | 1044  
17924 |   - DrawIndexed(6)                                    | 1045  
17942 |   - DrawIndexed(384)                                  | 1046  
17960 |   - DrawIndexed(384)                                  | 1047  
17978 |   - DrawIndexed(297)                                  | 1048  
17996 |   - DrawIndexed(666)                                  | 1049  
18014 |   - DrawIndexed(2586)                                 | 1050  
18032 |   - DrawIndexed(2352)                                 | 1051  
18050 |   - DrawIndexed(2352)                                 | 1052  
18068 |   - DrawIndexed(2352)                                 | 1053  
18086 |   - DrawIndexed(2352)                                 | 1054  
18104 |   - DrawIndexed(18)                                   | 1055  
18122 |   - DrawIndexed(18)                                   | 1056  
18140 |   - DrawIndexed(18)                                   | 1057  
18158 |   - DrawIndexed(18)                                   | 1058  
18176 |   - DrawIndexed(4188)                                 | 1059  
18194 |   - DrawIndexed(10800)                                | 1060  
18212 |   - DrawIndexed(156)                                  | 1061  
18230 |   - DrawIndexed(228)                                  | 1062  
18248 |   - DrawIndexed(372)                                  | 1063  
18266 |   - DrawIndexed(10800)                                | 1064  
18284 |   - DrawIndexed(1464)                                 | 1065  
18302 |   - DrawIndexed(1464)                                 | 1066  
18320 |   - DrawIndexed(384)                                  | 1067  
18338 |   - DrawIndexed(24)                                   | 1068  
18356 |   - DrawIndexed(702)                                  | 1069  
18374 |   - DrawIndexed(708)                                  | 1070  
18392 |   - DrawIndexed(2940)                                 | 1071  
18410 |   - DrawIndexed(288)                                  | 1072  
18428 |   - DrawIndexed(288)                                  | 1073  
18446 |   - DrawIndexed(288)                                  | 1074  
18464 |   - DrawIndexed(840)                                  | 1075  
18482 |   - DrawIndexed(216)                                  | 1076  
18500 |   - DrawIndexed(348)                                  | 1077  
18518 |   - DrawIndexed(1404)                                 | 1078  
18536 |   - DrawIndexed(1404)                                 | 1079  
18554 |   - DrawIndexed(11532)                                | 1080  
18572 |   - DrawIndexed(42)                                   | 1081  
18590 |   - DrawIndexed(84)                                   | 1082  
18608 |   - DrawIndexed(270)                                  | 1083  
18626 |   - DrawIndexed(558)                                  | 1084  
18644 |   - DrawIndexed(114)                                  | 1085  
18662 |   - DrawIndexed(456)                                  | 1086  
18680 |   - DrawIndexed(114)                                  | 1087  
18698 |   - DrawIndexed(114)                                  | 1088  
18716 |   - DrawIndexed(114)                                  | 1089  
18734 |   - DrawIndexed(954)                                  | 1090  
18752 |   - DrawIndexed(456)                                  | 1091  
18770 |   - DrawIndexed(114)                                  | 1092  
18788 |   - DrawIndexed(558)                                  | 1093  
18806 |   - DrawIndexed(456)                                  | 1094  
18824 |   - DrawIndexed(456)                                  | 1095  
18842 |   - DrawIndexed(1176)                                 | 1096  
18860 |   - DrawIndexed(456)                                  | 1097  
18878 |   - DrawIndexed(954)                                  | 1098  
18896 |   - DrawIndexed(1176)                                 | 1099  
18914 |   - DrawIndexed(1176)                                 | 1100  
18932 |   - DrawIndexed(6)                                    | 1101  
18950 |   - DrawIndexed(6)                                    | 1102  
18968 |   - DrawIndexed(456)                                  | 1103  
18986 |   - DrawIndexed(408)                                  | 1104  
19004 |   - DrawIndexed(1050)                                 | 1105  
19022 |   - DrawIndexed(84)                                   | 1106  
19040 |   - DrawIndexed(702)                                  | 1107  
19058 |   - DrawIndexed(228)                                  | 1108  
19076 |   - DrawIndexed(372)                                  | 1109  
19094 |   - DrawIndexed(1176)                                 | 1110  
19112 |   - DrawIndexed(186)                                  | 1111  
19130 |   - DrawIndexed(1176)                                 | 1112  
19148 |   - DrawIndexed(156)                                  | 1113  
19166 |   - DrawIndexed(408)                                  | 1114  
19184 |   - DrawIndexed(12)                                   | 1115  
19202 |   - DrawIndexed(492)                                  | 1116  
19220 |   - DrawIndexed(5472)                                 | 1117  
19238 |   - DrawIndexed(6)                                    | 1118  
19256 |   - DrawIndexed(456)                                  | 1119  
19274 |   - DrawIndexed(1176)                                 | 1120  
