EID,GPUTime (レs),ExecutionDuration (レs),ExecutionStart (レs),ExecutionEnd (レs),GPUBusyCycles (cycles),TessellatorBusyCycles (cycles),VSBusyCycles (cycles),VSTime (レs),HSBusyCycles (cycles),HSTime (レs),DSBusyCycles (cycles),DSTime (レs),GSBusyCycles (cycles),GSTime (レs),PSBusyCycles (cycles),PSTime (レs),CSBusyCycles (cycles),CSTime (レs),VSVerticesIn,VSVALUInstCount,VSSALUInstCount,VSVALUBusyCycles (cycles),VSSALUBusyCycles (cycles),HSPatches,HSVALUInstCount,HSSALUInstCount,HSVALUBusyCycles (cycles),HSSALUBusyCycles (cycles),DSVerticesIn,DSVALUInstCount,DSSALUInstCount,DSVALUBusyCycles (cycles),DSSALUBusyCycles (cycles),GSPrimsIn,GSVerticesOut,GSVALUInstCount,GSSALUInstCount,GSVALUBusyCycles (cycles),GSSALUBusyCycles (cycles),PrimitiveAssemblyBusyCycles (cycles),PrimitivesIn,CulledPrims,ClippedPrims,PAStalledOnRasterizerCycles (cycles),PSPixelsOut,PSExportStallsCycles (cycles),PSVALUInstCount,PSSALUInstCount,PSVALUBusyCycles (cycles),PSSALUBusyCycles (cycles),CSThreadGroups,CSWavefronts,CSThreads,CSThreadGroupSize,CSVALUInsts,CSSALUInsts,CSVFetchInsts,CSSFetchInsts,CSVWriteInsts,CSFlatVMemInsts,CSVALUBusyCycles (cycles),CSSALUBusyCycles (cycles),CSMemUnitBusyCycles (cycles),CSMemUnitStalledCycles (cycles),CSWriteUnitStalledCycles (cycles),CSGDSInsts,CSLDSInsts,CSFlatLDSInsts,CSALUStalledByLDSCycles (cycles),CSLDSBankConflictCycles (cycles),TexUnitBusyCycles (cycles),TexTriFilteringCount,NoTexTriFilteringCount,TexVolFilteringCount,NoTexVolFilteringCount,TexAveAnisotropy,DepthStencilTestBusyCycles (cycles),HiZTilesAcceptedCount,HiZTilesRejectedCount,PreZTilesDetailCulledCount,PreZTilesDetailSurvivingCount,HiZQuadsCulledCount,HiZQuadsAcceptedCount,PreZQuadsCulledCount,PreZQuadsSurvivingCount,PostZQuadCount,PreZSamplesPassing,PreZSamplesFailingS,PreZSamplesFailingZ,PostZSamplesPassing,PostZSamplesFailingS,PostZSamplesFailingZ,ZUnitStalledCycles (cycles),DBMemRead (bytes),DBMemWritten (bytes),CBMemRead (bytes),CBColorAndMaskRead (bytes),CBMemWritten (bytes),CBColorAndMaskWritten (bytes),CBSlowPixelCount,L0TagConflictReadStalledCycles,L0TagConflictWriteStalledCycles,L0TagConflictAtomicStalledCycles,FetchSize (bytes),WriteSize (bytes),CacheHitCount,CacheMissCount,MemUnitBusyCycles (cycles),MemUnitStalledCycles (cycles),WriteUnitStalledCycles (cycles)
334,35.36,36.80,1.06512E+10,1.06511E+10,47889.00,0.00,3465.00,2.55847,0.00,0.00,0.00,0.00,0.00,0.00,41702.00,30.69617,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3437.00,2.00,0.00,0.00,0.00,1175328.00,2450.00,18.00,11.00,9226.50,5638.41667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17748.00,0.00,1029534.00,0.00,1029213.00,1.00,38969.00,18868.00,0.00,0.00,18868.00,0.00,295206.00,0.00,295206.00,295206.00,25696.00,0.00,0.00,0.00,0.00,0.00,3535.00,0.00,0.00,7712.00,29216.00,613280.00,613280.00,0.00,0.00,0.00,0.00,896.00,0.00,86.00,14.00,17748.00,0.00,0.00
337,32.80,70.24,1.06512E+10,1.06511E+10,45416.00,0.00,3714.00,2.6823,0.00,0.00,0.00,0.00,0.00,0.00,40622.00,28.88049,0.00,0.00,783.00,13.00,3.00,5.05556,1.16667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3496.00,611.00,0.00,0.00,0.00,1215031.00,683.00,18.00,11.00,9838.00,6012.11111,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17020.00,0.00,1064778.00,0.00,1064050.00,1.00,39590.00,24908.00,0.00,732.00,24908.00,0.00,317574.00,2784.00,314790.00,314790.00,150647.00,0.00,0.00,0.00,0.00,0.00,1091.00,0.00,0.00,122176.00,122176.00,709344.00,709344.00,0.00,2.00,0.00,0.00,24960.00,0.00,447.00,390.00,17020.00,0.00,0.00
52,4.96,87.84,1.06512E+10,1.06511E+10,9301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1024.00,0.00,150.00,0.00,17.00,300960.00,792.00,792.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,13440.00,68608.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
29,4.32,5.28,1.06512E+10,1.06511E+10,6797.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,3.00,0.00
51,4.32,84.16,1.06512E+10,1.06511E+10,9827.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,913.00,0.00,179.00,0.00,34.00,300960.00,792.00,792.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,13440.00,10496.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
340,2.08,71.68,1.06512E+10,1.06511E+10,10530.00,0.00,1616.00,0.31921,0.00,0.00,0.00,0.00,0.00,0.00,7190.00,1.45976,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1746.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6362.00,0.00,14285.00,0.00,14092.00,1.00,330.00,304.00,0.00,0.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3392.00,3392.00,16000.00,16000.00,0.00,76.00,0.00,0.00,780544.00,0.00,2892.00,12196.00,6362.00,0.00,0.00
355,1.60,73.44,1.06512E+10,1.06511E+10,4079.00,0.00,1695.00,0.66487,0.00,0.00,0.00,0.00,0.00,0.00,763.00,0.30961,0.00,0.00,60.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1620.00,30.00,0.00,0.00,0.00,469.00,0.00,18.00,11.00,7.50,4.58333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,445.00,0.00,588.00,1.00,30.00,74.00,0.00,1.00,74.00,0.00,192.00,1.00,191.00,191.00,469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,832.00,832.00,1120.00,1120.00,0.00,0.00,0.00,0.00,1536.00,0.00,124.00,24.00,93.00,0.00,0.00
379,1.60,111.52,1.06512E+10,1.06511E+10,6809.00,0.00,1605.00,0.37715,0.00,0.00,0.00,0.00,0.00,0.00,3246.00,0.76253,0.00,0.00,20.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2029.00,12.00,0.00,0.00,0.00,79175.00,71.00,18.00,11.00,695.00,424.72222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1276.00,0.00,69027.00,0.00,69378.00,1.00,2748.00,2259.00,0.00,16.00,2259.00,0.00,22267.00,66.00,22201.00,22201.00,40903.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,29056.00,29056.00,73504.00,73504.00,0.00,0.00,0.00,0.00,768.00,0.00,132.00,12.00,1276.00,0.00,0.00
346,0.80,72.32,1.06512E+10,1.06511E+10,5665.00,0.00,1547.00,0.21846,0.00,0.00,0.00,0.00,0.00,0.00,2577.00,0.35478,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1517.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1744.00,0.00,14200.00,0.00,14194.00,1.00,306.00,304.00,0.00,1.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3744.00,3744.00,10496.00,10496.00,0.00,70.00,0.00,0.00,2816.00,0.00,14921.00,44.00,1744.00,0.00,0.00
361,0.64,74.56,1.06512E+10,1.06511E+10,3935.00,0.00,1704.00,0.27714,0.00,0.00,0.00,0.00,0.00,0.00,582.00,0.10199,0.00,0.00,64.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1819.00,32.00,0.00,0.00,0.00,499.00,0.00,18.00,11.00,7.50,4.58333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,0.00,627.00,0.00,583.00,1.00,41.00,82.00,0.00,0.00,82.00,0.00,205.00,4.00,201.00,201.00,499.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,928.00,928.00,1344.00,1344.00,0.00,0.00,0.00,0.00,1344.00,0.00,134.00,21.00,109.00,0.00,0.00
349,0.48,72.16,1.06512E+10,1.06511E+10,3791.00,0.00,1524.00,0.19296,0.00,0.00,0.00,0.00,0.00,0.00,712.00,0.08996,0.00,0.00,36.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1533.00,18.00,0.00,0.00,0.00,270.00,0.00,18.00,11.00,4.50,2.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00,0.00,270.00,0.00,270.00,1.00,22.00,43.00,0.00,0.00,43.00,0.00,110.00,1.00,109.00,109.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.00,576.00,928.00,928.00,0.00,0.00,0.00,0.00,1024.00,0.00,64.00,16.00,77.00,0.00,0.00
382,0.48,109.76,1.06512E+10,1.06511E+10,3931.00,0.00,1625.00,0.19842,0.00,0.00,0.00,0.00,0.00,0.00,777.00,0.09507,0.00,0.00,16.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1647.00,8.00,0.00,0.00,0.00,2962.00,0.00,18.00,11.00,47.00,28.72222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.00,0.00,2618.00,0.00,2618.00,1.00,108.00,641.00,0.00,330.00,641.00,0.00,2803.00,1322.00,1481.00,1481.00,2962.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,64.00,9696.00,9696.00,0.00,0.00,0.00,0.00,192.00,0.00,15.00,3.00,129.00,0.00,0.00
343,0.32,71.68,1.06512E+10,1.06511E+10,4221.00,0.00,1924.00,0.14586,0.00,0.00,0.00,0.00,0.00,0.00,871.00,0.06835,0.00,0.00,140.00,13.00,3.00,1.08333,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1829.00,70.00,0.00,0.00,0.00,1100.00,0.00,18.00,11.00,15.50,9.47222,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198.00,0.00,1220.00,0.00,1311.00,1.00,97.00,155.00,0.00,2.00,155.00,0.00,486.00,21.00,465.00,465.00,1100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1568.00,1568.00,2496.00,2496.00,0.00,0.00,0.00,0.00,5056.00,0.00,210.00,79.00,198.00,0.00,0.00
352,0.32,73.12,1.06512E+10,1.06511E+10,6097.00,0.00,1737.00,0.09117,0.00,0.00,0.00,0.00,0.00,0.00,2504.00,0.14139,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1652.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1748.00,0.00,14337.00,0.00,14187.00,1.00,272.00,304.00,0.00,0.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3936.00,3936.00,10528.00,10528.00,0.00,74.00,0.00,0.00,1408.00,0.00,15053.00,26.00,1748.00,0.00,0.00
358,0.32,73.76,1.06512E+10,1.06511E+10,5806.00,0.00,1533.00,0.08449,0.00,0.00,0.00,0.00,0.00,0.00,2677.00,0.15108,0.00,0.00,4.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1418.00,2.00,0.00,0.00,0.00,16256.00,0.00,18.00,11.00,133.00,81.27778,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1460.00,0.00,14116.00,0.00,14209.00,1.00,355.00,304.00,0.00,1.00,304.00,0.00,4224.00,1.00,4223.00,4223.00,3712.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3936.00,3936.00,10336.00,10336.00,0.00,75.00,0.00,0.00,2432.00,0.00,15149.00,33.00,1460.00,0.00,0.00
370,0.32,146.88,1.06512E+10,1.06511E+10,7526.00,0.00,4118.00,0.17509,0.00,0.00,0.00,0.00,0.00,0.00,3220.00,0.13446,0.00,0.00,660.00,13.00,3.00,4.33333,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4877.00,331.00,0.00,0.00,0.00,26949.00,0.00,18.00,11.00,261.50,159.80556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,651.00,0.00,24667.00,0.00,24850.00,1.00,1023.00,1379.00,0.00,40.00,1379.00,0.00,8501.00,188.00,8313.00,8313.00,20805.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21056.00,21056.00,53248.00,53248.00,0.00,0.00,0.00,0.00,24576.00,0.00,748.00,384.00,651.00,0.00,0.00
367,0.16,177.92,1.06512E+10,1.06511E+10,3951.00,0.00,1605.00,0.065,0.00,0.00,0.00,0.00,0.00,0.00,768.00,0.03001,0.00,0.00,26.00,13.00,3.00,0.36111,0.08333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1776.00,17.00,0.00,0.00,0.00,197.00,0.00,18.00,11.00,4.00,2.44444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.00,0.00,249.00,0.00,197.00,1.00,7.00,37.00,0.00,7.00,37.00,0.00,103.00,12.00,91.00,91.00,197.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,384.00,384.00,1248.00,1248.00,0.00,0.00,0.00,0.00,2240.00,0.00,5.00,35.00,77.00,0.00,0.00
373,0.16,112.96,1.06512E+10,1.06511E+10,4085.00,0.00,1760.00,0.06894,0.00,0.00,0.00,0.00,0.00,0.00,939.00,0.03673,0.00,0.00,88.00,13.00,3.00,0.72222,0.16667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2296.00,44.00,0.00,0.00,0.00,3589.00,0.00,18.00,11.00,35.50,21.69444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.00,0.00,3308.00,0.00,2968.00,1.00,98.00,176.00,0.00,7.00,176.00,0.00,1132.00,21.00,1111.00,1111.00,2885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2016.00,2016.00,4512.00,4512.00,0.00,0.00,0.00,0.00,2688.00,0.00,109.00,42.00,186.00,0.00,0.00
376,0.16,111.04,1.06512E+10,1.06511E+10,4373.00,0.00,1780.00,0.06513,0.00,0.00,0.00,0.00,0.00,0.00,952.00,0.03595,0.00,0.00,116.00,13.00,3.00,0.72222,0.16667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2166.00,58.00,0.00,0.00,0.00,5827.00,0.00,18.00,11.00,55.50,33.91667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,186.00,0.00,5066.00,0.00,5595.00,1.00,137.00,239.00,0.00,6.00,239.00,0.00,1777.00,17.00,1760.00,1760.00,4675.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4032.00,4032.00,8832.00,8832.00,0.00,0.00,0.00,0.00,2560.00,0.00,102.00,40.00,186.00,0.00,0.00
